ref,client_id,client_nom,type_credit,montant,duree,taux,score,statut,date_depot,agence_id
ENG-21166,CLI-10153,Abdellah El Fassi,Credit Tresorerie,20000,36,3.98,74,Contentieux,2026-08-03 08:47:21,AG-008
ENG-21167,CLI-10160,Leila Bencheikh,Mourabaha Auto,359499.8,60,8.75,65,En analyse,2023-10-22 16:50:52,AG-003
ENG-21168,CLI-10355,Omar Lamrani,Ijara,243875.09,240,7.63,38,Debloque,2026-05-13 17:22:30,AG-007
ENG-21169,CLI-10393,Mehdi Slaoui,Mourabaha Immo,325678.05,180,4.55,78,Surveillance,2023-02-14 11:08:48,AG-007
ENG-21170,CLI-10318,Leila Mouline,Mourabaha Auto,295397.85,60,7.15,35,Surveillance,2025-10-16 15:30:38,AG-001
ENG-21171,CLI-10231,Amina Ouazzani,Mourabaha Auto,136227.52,24,7.33,37,Debloque,2024-08-20 14:58:57,AG-005
ENG-21172,CLI-10458,Samira Mouline,Mourabaha Auto,249577.74,24,6.81,63,Contentieux,2025-08-15 15:57:48,AG-005
ENG-21173,CLI-10203,Imane Lamrani,Mourabaha Auto,215634.84,36,4.61,93,Valide,2026-07-04 08:20:57,AG-004
ENG-21174,CLI-10254,Khalid Zniber,Credit Tresorerie,135911.49,36,4.28,52,Debloque,2026-08-22 17:00:36,AG-003
ENG-21175,CLI-10254,Khalid Zniber,Ijara,248548.63,180,7.26,73,Valide,2025-01-22 12:26:39,AG-003
ENG-21176,CLI-10440,Samira Alaoui,Mourabaha Auto,322366.01,60,6.52,70,Debloque,2023-03-04 09:29:29,AG-006
ENG-21177,CLI-10002,Abdellah Kabbaj,Mourabaha Immo,668086.24,120,5.51,89,Valide,2024-10-19 08:39:16,AG-008
ENG-21178,CLI-10485,Soukaina Alaoui,Mourabaha Immo,591145.2,180,4.95,83,Surveillance,2026-08-02 15:55:46,AG-006
ENG-21179,CLI-10220,Samira Slaoui,Ijara,355250.82,120,6.09,80,Debloque,2023-04-22 17:46:01,AG-001
ENG-21180,CLI-10493,Leila Ouazzani,Mourabaha Auto,228166.98,60,7.92,27,Valide,2023-09-21 17:37:24,AG-002
ENG-21181,CLI-10326,Karim Sbihi,Mourabaha Immo,487406.67,120,4.3,50,Debloque,2026-01-08 13:30:42,AG-006
ENG-21182,CLI-10182,Nadia Bennani,Mourabaha Auto,126687.85,48,5.78,35,Debloque,2024-03-23 09:45:54,AG-006
ENG-21183,CLI-10118,Omar El Fassi,Ijara,250365.15,240,8.52,36,Debloque,2026-01-27 13:08:23,AG-007
ENG-21184,CLI-10252,Said Bencheikh,Investissement PME,1790394.46,84,4.33,64,Debloque,2023-06-09 14:43:07,AG-007
ENG-21185,CLI-10426,Hind Erraji,Mourabaha Auto,170653.13,48,7.18,65,Debloque,2023-05-02 08:56:40,AG-007
ENG-21186,CLI-10120,Zineb El Fassi,Mourabaha Auto,220560.23,48,5.42,73,Debloque,2023-04-20 14:54:36,AG-004
ENG-21187,CLI-10051,Driss El Amrani,Ijara,498891.77,180,8.47,29,Surveillance,2026-11-03 16:07:15,AG-008
ENG-21188,CLI-10200,Khalid Guedira,Ijara,222064.58,120,6.67,36,En analyse,2024-03-13 14:37:39,AG-009
ENG-21189,CLI-10386,Amina Hakim,Mourabaha Immo,609564.08,180,8.34,47,Debloque,2024-01-17 13:14:40,AG-005
ENG-21190,CLI-10011,Karim Ouazzani,Ijara,628959.4,180,4.7,73,Debloque,2023-10-28 11:12:19,AG-004
ENG-21191,CLI-10279,Meryem Zniber,Mourabaha Immo,683939.29,240,6.78,59,Debloque,2025-03-18 13:23:33,AG-006
ENG-21192,CLI-10265,Driss Slaoui,Ijara,320079.73,180,3.94,84,Debloque,2025-11-16 17:54:37,AG-002
ENG-21193,CLI-10229,Hassan Alaoui,Mourabaha Immo,775091.9,180,4.76,77,Debloque,2024-06-21 14:53:17,AG-004
ENG-21194,CLI-10306,Mohamed Berrada,Mourabaha Auto,396857.99,24,6.26,32,Debloque,2026-10-14 13:07:18,AG-008
ENG-21195,CLI-10443,Leila Ouazzani,Ijara,238958.44,180,8.73,71,Contentieux,2024-11-06 12:07:52,AG-009
ENG-21196,CLI-10174,Amine Slaoui,Mourabaha Auto,547374.57,36,6.83,75,Debloque,2026-12-03 08:29:59,AG-008
ENG-21197,CLI-10149,Mohamed Idrissi,Mourabaha Immo,377947.96,120,5.13,86,Valide,2024-03-26 15:16:48,AG-004
ENG-21198,CLI-10485,Soukaina Alaoui,Mourabaha Immo,843372.85,180,7.43,39,Valide,2024-12-13 16:27:26,AG-006
ENG-21199,CLI-10145,Asmaa Hakim,Credit Tresorerie,219183.12,36,6.13,59,Debloque,2024-08-22 15:35:48,AG-004
ENG-21200,CLI-10192,Ahmed Ouazzani,Mourabaha Auto,199231.36,36,8.42,88,Valide,2025-08-27 15:32:46,AG-009
ENG-21201,CLI-10358,Salma Sbihi,Mourabaha Immo,464108.57,120,6.86,56,Debloque,2023-11-23 08:30:43,AG-004
ENG-21202,CLI-10270,Ahmed Balafrej,Mourabaha Immo,531243.14,120,6.81,62,Debloque,2026-09-05 09:30:53,AG-007
ENG-21203,CLI-10406,Zineb Sbihi,Mourabaha Auto,408756.66,24,5.82,32,Valide,2026-10-26 15:56:49,AG-002
ENG-21204,CLI-10284,Mehdi Mouline,Mourabaha Auto,332459.62,36,8.1,87,Debloque,2025-12-28 10:39:59,AG-001
ENG-21205,CLI-10266,Asmaa Hakim,Investissement PME,2688186.98,60,6.12,61,Debloque,2026-09-26 10:08:39,AG-005
ENG-21206,CLI-10363,Hicham Benjelloun,Mourabaha Auto,369352.54,36,5.23,89,Valide,2023-12-14 15:28:30,AG-002
ENG-21207,CLI-10327,Nadia Erraji,Mourabaha Immo,261828.32,120,7.48,94,Valide,2026-08-22 11:30:53,AG-002
ENG-21208,CLI-10034,Youssef El Fassi,Mourabaha Immo,512820.52,120,8.67,57,En analyse,2023-08-14 17:52:10,AG-010
ENG-21209,CLI-10412,Khadija Sbihi,Ijara,602000.9,120,5.11,91,Debloque,2024-11-18 11:57:37,AG-003
ENG-21210,CLI-10039,Hicham Alaoui,Ijara,308137.41,180,7.84,74,Valide,2024-01-25 08:53:44,AG-005
ENG-21211,CLI-10303,Driss El Amrani,Ijara,302262.37,240,5.18,82,Debloque,2025-02-13 15:28:44,AG-002
ENG-21212,CLI-10456,Fatima El Fassi,Mourabaha Auto,297010.94,48,5.42,,Valide,2023-07-11 16:09:54,AG-004
ENG-21213,CLI-10364,Fatima Slaoui,Credit Tresorerie,471961.6,12,8.3,43,Valide,2026-06-04 17:58:10,AG-001
ENG-21214,CLI-10469,Hicham Alaoui,Mourabaha Immo,717592.44,120,8.44,45,Inconnu,2026-12-20 09:15:04,AG-007
ENG-21215,CLI-10277,Amine El Fassi,Ijara,256079.54,120,8.11,31,Surveillance,2025-11-12 12:26:13,AG-007
ENG-21216,CLI-10472,Driss Sbihi,Mourabaha Immo,848257.62,180,4.75,48,Debloque,2023-11-19 17:14:09,AG-004
ENG-21217,CLI-10358,Salma Sbihi,Ijara,487669.21,240,5.47,30,Debloque,2023-07-23 15:31:38,AG-004
ENG-21218,CLI-10361,Abdellah Kabbaj,Mourabaha Auto,327003.33,48,8.61,46,Debloque,2026-05-08 09:40:02,AG-004
ENG-21219,CLI-10309,Ahmed Zniber,Credit Tresorerie,628398.2,24,4.03,74,Debloque,2026-11-11 13:30:41,AG-007
ENG-21220,CLI-10427,Imane Sbihi,Mourabaha Immo,501554.97,120,7.08,66,Debloque,2026-08-09 09:00:29,AG-004
ENG-21221,CLI-10298,Youssef Fikri,Credit Tresorerie,252245.02,12,6.57,74,Debloque,2025-07-03 08:30:01,AG-005
ENG-21222,,Amina Alaoui,Mourabaha Immo,328802.36,240,6.48,20,Debloque,2023-05-20 16:19:51,AG-009
ENG-21223,CLI-10146,Amine Sbihi,Investissement PME,1043955.99,48,5.55,85,Debloque,2023-10-22 13:24:27,AG-008
ENG-21224,CLI-10321,Salma Ouazzani,Investissement PME,1863218.44,36,5.8,32,Surveillance,2023-09-09 08:48:47,AG-007
ENG-21225,CLI-10495,Hind Tazi,Mourabaha Auto,252081.81,48,4.93,79,Valide,2023-12-28 17:18:29,AG-010
ENG-21226,CLI-10166,Zineb Zniber,Mourabaha Auto,226720.66,48,3.58,56,Valide,2025-06-11 12:33:33,AG-008
ENG-21227,CLI-10228,Amina Tazi,Investissement PME,1644285.39,48,3.89,80,Valide,2023-06-24 16:46:06,AG-008
ENG-21228,CLI-10242,Said Guedira,Mourabaha Immo,469086.5,180,6.03,45,Debloque,2026-01-28 17:17:10,AG-010
ENG-21229,CLI-10351,Youssef Zniber,Ijara,220178.81,240,6.89,83,Debloque,2024-08-17 17:20:31,AG-001
ENG-21230,CLI-10164,Salma Mouline,Ijara,249201.74,180,4.3,95,Debloque,2025-06-02 15:55:22,AG-007
ENG-21231,CLI-10149,Mohamed Idrissi,Mourabaha Immo,1029792.59,180,7.29,33,Debloque,2023-11-26 17:42:40,AG-004
ENG-21232,CLI-10297,Zineb Mouline,Mourabaha Auto,148463.54,24,4.91,30,Debloque,2023-08-17 09:13:52,AG-009
ENG-21233,CLI-10305,Khalid Fikri,Mourabaha Immo,561108.19,240,8.27,27,Debloque,2025-05-24 15:19:50,AG-006
ENG-21234,CLI-10456,Fatima El Fassi,Ijara,658036.88,240,7.84,47,En analyse,2024-12-21 16:43:35,AG-004
ENG-21235,CLI-10346,Youssef Benjelloun,Mourabaha Auto,211778.61,36,6.75,44,Debloque,2023-01-25 08:01:40,AG-005
ENG-21236,CLI-10148,Asmaa Mouline,Mourabaha Immo,397674.12,120,4.54,71,Surveillance,2025-06-01 10:13:40,AG-004
ENG-21237,CLI-10436,Amine Fassi-Fihri,Credit Tresorerie,441046.18,24,8.42,67,Debloque,2025-05-04 14:22:15,AG-004
ENG-21238,CLI-10082,Driss Mouline,Ijara,295344.24,180,6.54,73,Debloque,2024-01-02 10:06:13,AG-008
ENG-21239,CLI-10231,Amina Ouazzani,Mourabaha Immo,851815.36,180,5.34,42,Contentieux,2026-12-03 13:05:10,AG-005
ENG-21240,CLI-10252,Said Bencheikh,Mourabaha Auto,339278.08,60,8.08,31,Valide,2025-11-20 13:53:11,AG-007
ENG-21241,CLI-10063,Said Jai,Ijara,322680.35,240,8.02,48,Debloque,2026-10-01 13:53:12,AG-008
ENG-21242,CLI-10347,Youssef Benjelloun,Credit Tresorerie,379329.94,24,8.95,49,En analyse,2025-10-09 16:46:07,AG-006
ENG-21243,CLI-10139,Mehdi Guedira,Ijara,238883.22,240,5.78,49,Debloque,2026-09-11 13:51:45,AG-002
ENG-21244,CLI-10105,Khadija Fassi-Fihri,Ijara,373289.5,240,4.28,58,En analyse,2025-02-23 13:06:46,AG-005
ENG-21245,CLI-10231,Amina Ouazzani,Credit Tresorerie,411689.62,36,8.38,51,Surveillance,2026-03-20 14:22:24,AG-005
ENG-21246,CLI-10191,Nadia Benjelloun,Mourabaha Immo,739531.43,240,8.25,57,Valide,2023-12-06 08:35:42,AG-007
ENG-21247,CLI-10083,Noureddine Jai,Ijara,219798.19,180,7.01,54,,2023-04-21 13:53:35,AG-001
ENG-21248,CLI-10402,Salma Mouline,Mourabaha Immo,606168.9,120,5.03,61,Debloque,2023-08-22 17:35:42,AG-003
ENG-21249,CLI-10479,Fatima Slaoui,Mourabaha Immo,862389.98,240,5.7,,Valide,2026-06-01 08:35:03,AG-001
ENG-21250,CLI-10301,Rachid Mouline,Ijara,347271.53,240,7.44,93,Debloque,2025-02-24 14:58:14,AG-009
ENG-21251,CLI-10038,Leila Bennani,Mourabaha Immo,773266.55,240,4.11,39,Surveillance,2024-06-13 15:32:50,AG-005
ENG-21252,CLI-10356,Meryem Slaoui,Ijara,636465.85,120,4.24,93,Debloque,2025-07-09 13:52:31,AG-004
ENG-21253,CLI-10324,Meryem Kabbaj,Mourabaha Immo,870352.52,240,5.96,66,Surveillance,2023-05-13 09:34:37,AG-006
ENG-21254,CLI-10070,Driss Tazi,Mourabaha Immo,892716.77,180,4.23,28,Debloque,2025-10-07 14:54:44,AG-003
ENG-21255,CLI-10070,Driss Tazi,Ijara,239600.46,240,7.18,35,En analyse,2024-04-14 15:27:17,AG-003
ENG-21256,CLI-10111,Khadija Bennani,Mourabaha Auto,390673.46,24,6.83,51,Contentieux,2024-07-22 09:04:15,AG-008
ENG-21257,CLI-10257,Nadia Guedira,Mourabaha Immo,679738.79,240,5.38,-5,Valide,2023-11-06 11:49:18,AG-007
ENG-21258,CLI-10381,Fatima El Fassi,Mourabaha Auto,195627.41,48,7.11,63,Debloque,2024-01-28 17:22:41,AG-006
ENG-21259,CLI-10249,Amine Lamrani,Investissement PME,1571324.24,84,,48,Surveillance,2023-09-27 11:44:19,AG-003
ENG-21260,CLI-10067,Hind Guedira,Ijara,376223.07,240,6.39,35,Debloque,2024-09-10 14:30:00,AG-001
ENG-21261,CLI-10234,Amina Hakim,Mourabaha Auto,192689.26,36,3.95,74,En analyse,2025-03-24 15:14:24,AG-009
ENG-21262,CLI-10046,Khadija Fikri,Mourabaha Immo,,180,6.53,42,Surveillance,2024-09-25 17:15:48,AG-009
ENG-21263,CLI-10455,Amine Kabbaj,Credit Tresorerie,389744.25,36,4.88,43,Debloque,2026-12-20 09:42:12,AG-006
ENG-21264,CLI-10308,Hicham Mouline,Mourabaha Auto,290477.21,24,4.69,80,Debloque,2026-07-05 11:41:20,AG-006
ENG-21265,CLI-10417,Mohamed El Fassi,Investissement PME,1272155.93,48,,86,Valide,2026-09-13 08:34:07,AG-003
ENG-21266,CLI-10005,Amina Erraji,Ijara,356748.21,240,6.81,69,Surveillance,2026-06-28 16:21:11,AG-001
ENG-21267,CLI-10455,Amine Kabbaj,Ijara,146909.43,240,3.98,67,Debloque,2024-01-17 09:51:27,AG-006
ENG-21268,CLI-10173,Khalid El Fassi,Credit Tresorerie,380456.51,36,8.58,93,Valide,2023-08-17 14:27:29,AG-002
ENG-21269,CLI-10006,Hicham Sbihi,Ijara,336190.05,240,5.72,76,Debloque,2024-06-24 12:58:04,AG-002
ENG-21270,CLI-10203,Imane Lamrani,Mourabaha Immo,1037370.71,180,6.88,46,Valide,2025-06-15 15:56:48,AG-004
ENG-21271,CLI-10479,Fatima Slaoui,Investissement PME,944067.63,48,5.43,45,Valide,2024-01-19 17:54:32,AG-001
ENG-21272,CLI-10436,Amine Fassi-Fihri,Ijara,645298.51,240,7.26,46,Debloque,2023-10-25 12:19:43,AG-004
ENG-21273,CLI-10388,Noureddine Tazi,Mourabaha Immo,955511.73,240,7.46,52,Valide,2025-07-01 12:20:59,AG-003
ENG-21274,CLI-10189,Karim Tazi,Investissement PME,1103650.26,36,4.76,36,Valide,2023-01-28 10:19:50,AG-008
ENG-21275,CLI-10156,Hassan Alaoui,Ijara,292699.2,120,6.37,55,Debloque,2024-05-06 11:13:10,AG-008
ENG-21276,CLI-10035,Hassan El Amrani,Investissement PME,1841473.95,60,8.98,33,Valide,2024-11-13 08:35:00,AG-005
ENG-21277,CLI-10403,Ahmed Benjelloun,Mourabaha Immo,1023844.47,120,7.45,70,Debloque,2024-06-12 15:52:50,AG-005
ENG-21278,CLI-10448,Nadia Balafrej,Mourabaha Immo,617888.77,180,7.28,66,Debloque,2024-07-14 17:07:20,AG-008
ENG-21279,CLI-10414,Zineb Idrissi,Mourabaha Auto,162212.89,24,4.65,87,Valide,2026-05-19 17:11:21,AG-003
ENG-21280,CLI-10306,Mohamed Berrada,Mourabaha Auto,228817.75,60,5.41,40,Debloque,2025-03-25 08:17:43,AG-008
ENG-21281,CLI-10377,Amina Berrada,Mourabaha Immo,341411.38,240,3.93,23,Debloque,2025-11-18 16:36:13,AG-002
ENG-21282,CLI-10478,Fatima Zniber,Mourabaha Auto,269535.86,60,5.99,73,Debloque,2026-11-17 11:39:42,AG-003
ENG-21283,CLI-10221,Noureddine Hakim,Ijara,232781.43,,6.54,63,Surveillance,2023-02-08 17:42:54,AG-006
ENG-21284,CLI-10200,Khalid Guedira,Mourabaha Immo,592524.89,120,5.19,55,Debloque,2026-05-27 11:20:16,AG-009
ENG-21285,CLI-10304,Nadia Idrissi,Mourabaha Auto,20000,36,6.47,78,Surveillance,2024-03-19 10:29:18,AG-009
ENG-21286,CLI-10060,Rachid Ouazzani,Credit Tresorerie,345320.63,12,5.4,90,Debloque,2024-06-20 11:00:21,AG-005
ENG-21287,CLI-10033,Said Guedira,Mourabaha Immo,541388.09,180,4.89,84,Contentieux,2024-04-12 14:43:04,AG-005
ENG-21288,CLI-10024,Driss Benjelloun,Mourabaha Auto,221258.43,36,4.93,54,Debloque,2023-07-04 10:26:55,AG-002
ENG-21289,CLI-10195,Hind Idrissi,Ijara,353384.46,180,3.68,53,Debloque,2025-06-13 10:54:25,AG-006
ENG-21290,CLI-10170,Meryem Fassi-Fihri,Credit Tresorerie,222237.85,12,4.93,45,Surveillance,2024-02-02 09:43:53,AG-002
ENG-21291,CLI-10047,Zineb Hakim,Mourabaha Auto,180189.41,36,6.0,87,En analyse,2025-02-13 13:43:57,AG-002
ENG-21292,CLI-10008,Hicham Benjelloun,Credit Tresorerie,338176.63,36,3.87,89,Debloque,2024-06-09 17:04:12,AG-006
ENG-21293,CLI-10382,Samira Hakim,Credit Tresorerie,452495.28,12,8.06,69,Debloque,2025-11-19 10:46:02,AG-005
ENG-21294,CLI-10175,Said Fikri,Credit Tresorerie,345922.5,24,5.15,81,Valide,2024-12-27 10:26:50,AG-010
ENG-21295,CLI-10162,Khalid Bencheikh,Mourabaha Auto,420623.99,48,6.1,58,Valide,2024-12-16 10:40:12,AG-006
ENG-21296,CLI-10310,Mehdi Erraji,Ijara,267250.39,180,8.84,88,En analyse,2026-12-08 17:08:21,AG-009
ENG-21297,CLI-10108,Asmaa Sbihi,Investissement PME,1415697.01,36,5.54,64,Valide,2026-10-23 11:59:24,AG-001
ENG-21298,CLI-10075,Asmaa Lamrani,Ijara,754899.54,240,8.42,24,Debloque,2024-12-24 15:24:19,AG-008
ENG-21299,CLI-10403,Ahmed Benjelloun,Mourabaha Immo,585095.13,120,6.73,54,Debloque,2024-09-11 13:23:21,AG-005
ENG-21300,CLI-10071,Khadija Balafrej,Mourabaha Auto,268227.71,36,8.8,23,Debloque,2026-09-10 12:59:54,AG-008
ENG-21301,CLI-10329,Asmaa Tazi,Mourabaha Auto,144101.36,48,7.97,89,Surveillance,2024-03-21 14:26:50,AG-008
ENG-21302,CLI-10396,Hicham Sbihi,Mourabaha Immo,1097975.95,180,6.73,56,Debloque,2026-10-24 11:30:53,AG-005
ENG-21303,CLI-10260,Zineb Guedira,Mourabaha Immo,408534.29,120,3.83,65,Debloque,2023-01-02 16:59:05,AG-004
ENG-21304,CLI-10267,Hassan Erraji,Ijara,591589.58,180,5.51,29,Inconnu,2025-10-05 15:20:09,AG-010
ENG-21305,CLI-10293,Soukaina Slaoui,Mourabaha Auto,174089.53,60,8.33,78,En analyse,2023-03-22 09:31:08,AG-009
ENG-21306,CLI-10299,Hicham Hakim,Investissement PME,813236.2,36,7.62,88,En analyse,2026-01-08 08:45:25,AG-010
ENG-21307,CLI-10303,Driss El Amrani,Mourabaha Auto,222597.64,48,5.23,50,En analyse,2025-11-09 15:37:25,AG-002
ENG-21308,CLI-10266,Asmaa Hakim,Mourabaha Immo,657706.85,120,3.76,94,Valide,2023-08-22 12:16:02,AG-005
ENG-21309,CLI-10153,Abdellah El Fassi,Mourabaha Immo,591558.63,240,6.87,22,Valide,2023-03-25 16:04:01,AG-008
ENG-21310,CLI-10392,Hicham Fassi-Fihri,Investissement PME,1825441.57,60,5.63,82,Debloque,2025-07-28 10:15:27,AG-002
ENG-21311,CLI-10437,Samira Sbihi,Credit Tresorerie,275313.44,36,7.3,27,Valide,2023-03-04 08:33:40,AG-004
ENG-21312,CLI-10251,Said Erraji,Mourabaha Immo,227359.63,180,6.41,57,Debloque,2024-08-14 16:36:10,AG-007
ENG-21313,CLI-10275,Omar Zniber,Mourabaha Immo,899196.61,240,5.25,31,Contentieux,2023-11-06 14:02:19,AG-008
ENG-21314,CLI-10138,Rachid Ouazzani,Ijara,348795.59,120,5.33,22,Surveillance,2023-11-02 16:19:43,AG-001
ENG-21315,CLI-10018,Fatima Bennani,Ijara,326713.67,120,8.22,47,Surveillance,2025-03-14 14:14:08,AG-005
ENG-21316,CLI-10149,Mohamed Idrissi,Mourabaha Immo,516291.18,180,5.32,46,Debloque,2025-08-21 08:47:45,AG-004
ENG-21317,CLI-10114,Asmaa Ouazzani,Mourabaha Immo,954709.27,120,7.75,71,En analyse,2023-05-23 17:05:55,AG-010
ENG-21318,CLI-10122,Mehdi Lamrani,Mourabaha Immo,690973.22,120,3.68,91,Debloque,2023-01-07 09:48:07,AG-004
ENG-21319,CLI-10113,Amine Zniber,Mourabaha Auto,206957.05,24,6.31,48,Contentieux,2025-09-02 11:24:54,AG-005
ENG-21320,CLI-10182,Nadia Bennani,Mourabaha Immo,376154.77,120,7.01,34,Debloque,2024-07-14 15:40:15,AG-006
ENG-21321,CLI-10157,Mohamed Idrissi,Mourabaha Immo,0,180,6.61,92,Debloque,2025-08-23 17:12:54,AG-007
ENG-21322,CLI-10018,Fatima Bennani,Mourabaha Immo,998489.09,120,5.12,51,Debloque,2025-06-02 15:16:03,AG-005
ENG-21323,CLI-10449,Leila Lamrani,Mourabaha Immo,957110.07,240,4.99,27,Valide,2023-06-19 11:16:44,AG-001
ENG-21324,CLI-10370,Leila Idrissi,Mourabaha Auto,228956.73,36,6.1,21,En analyse,2025-08-26 13:47:48,AG-006
ENG-21325,CLI-10284,Mehdi Mouline,Mourabaha Immo,673731.1,120,3.63,26,Debloque,2023-07-21 16:32:28,AG-001
ENG-21326,CLI-10107,Hind Lamrani,Mourabaha Immo,723222.2,240,4.96,49,Valide,2025-01-06 13:09:28,AG-010
ENG-21327,CLI-10022,Salma Jai,Mourabaha Immo,782332.52,120,8.37,34,Debloque,2026-05-09 16:10:11,AG-004
ENG-21328,CLI-10335,Salma Alaoui,Mourabaha Auto,162830.78,48,6.2,76,Debloque,2025-02-24 17:24:38,AG-009
ENG-21329,CLI-10055,Salma Slaoui,Mourabaha Auto,260194.45,24,5.56,36,Valide,2024-11-22 17:43:29,AG-002
ENG-21330,CLI-10395,Driss Guedira,Mourabaha Immo,438079.74,240,4.97,33,En analyse,2025-01-14 17:26:50,AG-006
ENG-21331,CLI-10359,Youssef Idrissi,Ijara,355978.26,240,4.62,54,Valide,2026-02-09 11:14:14,AG-010
ENG-21332,CLI-10388,Noureddine Tazi,Mourabaha Auto,124872.96,48,4.96,84,Debloque,2025-01-16 09:51:23,AG-003
ENG-21333,CLI-10371,Meryem Guedira,Mourabaha Immo,466907.93,240,4.05,75,Debloque,2025-01-02 11:03:10,AG-005
ENG-21334,CLI-10394,Omar Zniber,Mourabaha Auto,301063.4,48,5.12,56,En analyse,2023-04-19 10:53:03,AG-009
ENG-21335,CLI-10416,Amina Lamrani,Ijara,563948.22,120,7.45,90,Debloque,2025-08-15 10:18:16,AG-004
ENG-21336,CLI-10147,Said Bencheikh,Mourabaha Immo,667946.99,180,7.86,75,En analyse,2023-10-14 14:15:47,AG-009
ENG-21337,CLI-10202,Khadija El Amrani,Mourabaha Immo,846243.67,240,8.54,59,Debloque,2023-11-22 13:42:56,AG-010
ENG-21338,CLI-10384,Mohamed Lamrani,Mourabaha Immo,1071825.27,180,6.89,52,Valide,2023-12-26 14:25:38,AG-008
ENG-21339,CLI-10259,Zineb Balafrej,Mourabaha Immo,669715.55,240,7.47,50,Valide,2026-08-16 15:59:41,AG-002
ENG-21340,CLI-10471,Soukaina Benjelloun,Mourabaha Auto,202634.04,60,7.91,45,Debloque,2026-11-08 17:37:45,AG-008
ENG-21341,CLI-10013,Amina Berrada,Mourabaha Immo,495806.87,120,8.07,89,Valide,2025-04-14 13:49:08,AG-006
ENG-21342,CLI-10157,Mohamed Idrissi,Mourabaha Immo,1073825.14,120,5.7,45,Debloque,2023-09-21 17:30:45,AG-007
ENG-21343,CLI-10467,Fatima Alaoui,Mourabaha Auto,377421.68,36,4.11,30,Debloque,2025-07-18 11:06:57,AG-007
ENG-21344,CLI-10078,Abdellah Fikri,Mourabaha Immo,478278.51,180,7.22,52,Contentieux,2026-08-15 15:30:06,AG-005
ENG-21345,CLI-10076,Khadija El Amrani,Mourabaha Immo,365315.34,240,4.58,79,Valide,2024-04-02 16:26:15,AG-002
ENG-21346,CLI-10162,Khalid Bencheikh,Mourabaha Auto,197407.06,60,6.22,66,Debloque,2025-04-24 13:49:05,AG-006
ENG-21347,CLI-10162,Khalid Bencheikh,Ijara,341557.39,120,3.8,69,Surveillance,2026-06-17 12:12:41,AG-006
ENG-21348,CLI-10331,Amine Tazi,Investissement PME,780670.94,60,3.7,57,En analyse,2023-03-23 13:10:47,AG-003
ENG-21349,CLI-10378,Ahmed Berrada,Ijara,540833.73,240,8.43,88,Debloque,2024-06-20 10:23:05,AG-010
ENG-21350,CLI-10062,Meryem Kabbaj,Mourabaha Auto,203687.49,60,3.99,84,Debloque,2023-05-11 16:32:59,AG-006
ENG-21351,CLI-10376,Amine Zniber,Ijara,336053.1,120,3.57,78,Debloque,2024-04-18 11:37:37,AG-001
ENG-21352,CLI-10082,Driss Mouline,Mourabaha Auto,230600.85,24,7.03,90,Debloque,2025-03-04 17:18:42,AG-008
ENG-21353,CLI-10493,Leila Ouazzani,Ijara,382855.29,240,3.99,88,Debloque,2025-09-22 16:23:19,AG-002
ENG-21354,CLI-10385,Youssef Benjelloun,Mourabaha Auto,316739.06,60,5.06,57,Surveillance,2025-08-12 13:11:46,AG-005
ENG-21355,CLI-10387,Mehdi Mouline,Investissement PME,1633546.36,36,6.67,50,Valide,2025-12-17 10:26:51,AG-003
ENG-21356,CLI-10052,Leila Zniber,Ijara,217180.34,120,7.78,23,Surveillance,2026-08-09 15:08:57,AG-002
ENG-21357,CLI-10060,Rachid Ouazzani,Mourabaha Immo,481779.93,180,6.21,20,Debloque,2026-07-03 12:03:50,AG-005
ENG-21358,CLI-10018,Fatima Bennani,Mourabaha Auto,336495.05,24,7.3,60,Surveillance,2024-06-02 10:28:31,AG-005
ENG-21359,CLI-10195,Hind Idrissi,Credit Tresorerie,230678.08,36,7.86,38,Debloque,2024-01-13 10:58:41,AG-006
ENG-21360,CLI-10452,Amina Tazi,Mourabaha Immo,299524.02,180,8.29,76,Debloque,2023-02-02 08:56:31,AG-006
ENG-21361,CLI-10268,Mehdi Hakim,Mourabaha Auto,378498.8,,8.85,54,En analyse,2026-11-11 16:41:13,AG-010
ENG-21362,CLI-10103,Asmaa Mouline,Mourabaha Immo,522311.63,120,6.41,82,Debloque,2026-05-20 14:55:01,AG-005
ENG-21363,CLI-10350,Hind Hakim,Mourabaha Auto,237391.74,48,8.22,65,Valide,2026-07-20 12:21:10,AG-003
ENG-21364,CLI-10431,Karim Bencheikh,Ijara,176490.64,240,8.47,76,Surveillance,2026-11-20 08:16:02,AG-002
ENG-21365,CLI-10224,Soukaina Berrada,Mourabaha Immo,677368.24,120,3.84,92,Debloque,2026-11-26 17:27:58,AG-009
ENG-21366,CLI-10092,Amina Berrada,Mourabaha Immo,585680.12,240,6.12,53,Valide,2024-11-26 08:44:01,AG-004
ENG-21367,CLI-10460,Karim Berrada,Mourabaha Immo,209553.83,180,5.3,30,En analyse,2025-01-22 10:39:29,AG-007
ENG-21368,CLI-10457,Amine Tazi,Mourabaha Auto,261913.64,36,4.76,92,En analyse,2026-08-14 08:00:17,AG-006
ENG-21369,CLI-10366,Youssef Hakim,Investissement PME,1235856.83,60,8.79,75,Surveillance,2024-03-10 10:19:07,AG-004
